image_name,tags
file_9996,clear primary water 
test_15510,clear primary water partly_cloudy road 
file_10029,primary partly_cloudy 
test_29797,clear primary agriculture 
file_9565,clear primary 
test_35596,clear primary 
file_4267,primary partly_cloudy 
test_19020,clear primary 
test_37458,clear primary 
test_17466,clear primary partly_cloudy 
test_12505,clear primary water habitation road 
file_11805,clear primary 
file_2302,primary partly_cloudy 
test_314,cloudy
test_22917,cloudy
test_10379,clear primary haze 
file_5813,clear primary water cultivation agriculture road 
file_5342,clear primary 
file_20505,clear primary water agriculture road 
test_3074,clear primary 
test_30352,primary cloudy haze 
file_14264,clear primary 
test_5159,clear primary cultivation agriculture 
file_5818,clear primary 
test_322,clear primary cultivation agriculture 
test_10544,clear primary agriculture 
test_26131,clear primary cultivation agriculture 
test_29871,clear primary habitation agriculture road 
file_688,clear primary agriculture road 
file_9230,primary partly_cloudy 
test_30380,clear primary 
test_29431,clear primary 
test_2867,clear primary habitation agriculture road 
test_24963,clear primary 
test_8672,primary cloudy haze 
test_15286,clear primary water cultivation agriculture road 
test_20776,clear primary 
test_34594,primary partly_cloudy agriculture road 
test_2330,clear primary 
file_9604,clear primary 
file_19370,clear primary 
test_6655,clear primary 
test_38746,clear primary water 
test_26509,clear primary 
file_19199,clear primary water haze agriculture road 
test_32664,primary cloudy water partly_cloudy 
test_10807,clear primary cultivation agriculture road 
file_19982,clear primary cultivation habitation agriculture road 
file_5139,clear primary partly_cloudy 
test_728,clear primary 
test_28249,clear primary 
test_19760,clear primary water road 
test_32188,clear primary water agriculture road 
file_10424,cloudy
test_35492,clear primary cultivation habitation agriculture road 
test_34464,primary partly_cloudy agriculture 
test_15056,primary cultivation partly_cloudy agriculture road 
test_18190,clear primary 
test_28674,clear primary water cultivation agriculture road 
test_26450,clear primary cultivation agriculture 
test_27942,clear primary cultivation agriculture 
test_5417,cloudy
file_9721,clear primary water 
test_29525,clear primary cultivation agriculture 
test_15952,clear primary 
test_18523,clear primary cultivation agriculture 
file_7584,clear primary cultivation agriculture 
test_13584,clear primary water road 
test_32054,clear primary haze 
test_7479,clear primary cultivation agriculture 
test_19050,primary water partly_cloudy agriculture 
file_16009,clear primary 
test_21791,primary partly_cloudy habitation agriculture road 
file_3667,clear primary partly_cloudy bare_ground agriculture road 
test_20507,clear primary water agriculture 
test_9720,clear primary habitation agriculture road 
file_829,clear primary habitation agriculture road 
file_9034,clear primary cultivation agriculture 
test_20230,clear primary cultivation agriculture road 
test_36369,clear primary water 
test_22821,clear primary water cultivation agriculture 
test_14234,primary haze partly_cloudy 
test_3819,clear primary 
file_10295,clear primary habitation agriculture road 
test_27772,cloudy
test_22902,cloudy
test_10234,clear primary road 
file_1109,clear primary agriculture 
file_5746,clear primary 
test_34207,primary haze partly_cloudy 
test_33425,clear primary 
file_7937,clear primary 
file_7793,clear primary 
test_12878,clear primary water cultivation agriculture 
test_1465,primary water partly_cloudy habitation agriculture road 
test_1607,clear primary partly_cloudy 
file_12296,clear primary water bare_ground agriculture road 
test_19358,primary cultivation partly_cloudy habitation agriculture road 
test_30959,clear primary 
test_38893,clear primary partly_cloudy 
file_10150,primary partly_cloudy agriculture 
test_3429,clear primary 
test_2287,clear primary water haze agriculture road 
test_38536,clear primary 
test_37747,clear primary 
test_1347,clear primary 
test_16858,primary partly_cloudy 
test_9569,clear primary 
test_5941,clear primary 
test_15300,primary partly_cloudy 
test_5919,primary partly_cloudy 
test_40417,clear primary 
test_12380,clear primary water agriculture road 
test_1450,cloudy
file_15529,clear primary water habitation road 
test_3583,clear primary 
test_17322,clear primary cultivation habitation agriculture road 
test_21085,cloudy
file_2932,clear primary water habitation road 
test_25878,clear primary 
test_13934,clear primary 
test_15229,clear primary water agriculture road 
test_38671,clear primary habitation agriculture road 
test_10481,primary haze 
test_28045,primary partly_cloudy 
file_7421,clear primary 
test_23500,clear primary 
test_39909,clear primary 
test_38901,clear primary haze 
test_9781,clear primary 
file_5820,clear primary cultivation agriculture 
test_30973,clear primary 
test_9225,clear primary water agriculture 
file_603,clear primary cultivation agriculture road 
test_5190,clear primary cultivation 
test_3603,cloudy
test_33982,clear primary water 
test_36287,clear primary 
test_25034,clear primary water road 
test_15931,clear primary 
test_25087,clear primary cultivation partly_cloudy 
test_29181,clear primary water road 
file_20399,clear primary 
test_23627,primary partly_cloudy 
file_4314,cloudy
test_17738,clear primary 
file_2002,clear primary haze 
file_9579,clear primary 
test_27689,primary partly_cloudy agriculture road 
file_13673,clear primary cultivation agriculture 
test_17183,clear primary 
test_4185,clear primary 
file_12919,cloudy
file_18865,clear primary cultivation agriculture road 
file_9966,clear primary cultivation agriculture 
test_25859,clear primary partly_cloudy 
file_11903,clear primary agriculture road 
file_14620,clear primary 
test_22591,clear primary water cultivation agriculture 
test_65,clear primary 
file_13223,clear primary 
test_24114,clear primary cultivation habitation agriculture road 
test_16746,clear primary 
file_12890,cloudy
test_11646,clear primary cultivation agriculture road 
file_1740,clear primary agriculture road 
file_17877,clear primary 
test_8599,clear primary water haze 
file_13727,clear primary water cultivation habitation agriculture road 
test_19341,cloudy
test_25841,clear primary 
file_8932,clear primary water artisinal_mine habitation bare_ground agriculture road 
test_13439,clear primary 
test_19300,primary partly_cloudy 
test_40220,cloudy
test_21259,clear primary habitation agriculture road 
test_33652,clear primary 
test_683,primary partly_cloudy 
test_22881,primary water partly_cloudy agriculture 
test_34507,cloudy
test_32656,primary water partly_cloudy 
test_26138,clear primary water 
test_36200,clear primary 
test_8221,clear primary habitation agriculture road 
file_1432,clear primary 
test_5882,primary partly_cloudy 
file_4386,clear primary 
file_4016,clear primary 
test_21061,clear primary water agriculture road 
test_9858,clear primary cultivation agriculture road 
test_23709,primary water partly_cloudy 
test_27955,cloudy
file_16890,clear primary 
test_2331,primary partly_cloudy 
file_920,clear primary 
test_10422,clear primary 
test_16044,clear primary 
file_855,primary water haze partly_cloudy agriculture road 
file_20321,primary partly_cloudy 
test_3916,clear primary 
file_11733,clear primary cultivation habitation agriculture 
test_11123,clear primary 
test_10835,clear primary 
test_22599,clear primary 
file_15128,clear primary water cultivation habitation agriculture road 
test_34718,clear primary haze 
test_7019,clear primary 
test_11458,primary partly_cloudy road 
test_15592,clear primary water haze agriculture road 
file_8086,clear primary 
test_38115,cloudy
test_40566,clear primary 
test_14756,cloudy
test_8439,clear primary water agriculture road 
test_39466,clear primary 
file_17752,clear primary 
test_21343,clear primary cultivation habitation agriculture road 
test_23899,clear primary agriculture road 
test_35676,clear primary 
file_17420,primary water partly_cloudy 
test_39672,clear primary 
test_30931,clear primary water agriculture 
file_12,clear primary 
test_4328,clear primary cultivation partly_cloudy habitation agriculture road 
file_11363,clear primary 
test_13129,clear primary water cultivation agriculture road 
test_7463,clear primary water cultivation agriculture 
test_8416,clear primary 
test_13187,clear primary partly_cloudy habitation agriculture road 
file_2787,primary water partly_cloudy agriculture 
test_20186,primary partly_cloudy agriculture 
test_24519,clear primary 
test_28246,primary partly_cloudy 
file_7821,clear primary cultivation habitation agriculture road 
file_5163,primary cloudy partly_cloudy agriculture road 
test_33852,clear primary cultivation habitation agriculture 
test_35169,primary partly_cloudy agriculture road 
file_469,clear primary 
test_28350,clear primary bare_ground agriculture 
test_25220,clear primary water 
file_10305,primary cloudy haze 
file_2000,clear primary cultivation agriculture 
file_439,primary water haze partly_cloudy agriculture 
test_36593,cloudy
file_6430,clear primary cultivation agriculture 
test_5706,clear primary agriculture 
file_837,clear primary water bare_ground agriculture 
test_34853,clear primary cultivation habitation agriculture road 
test_1196,clear primary habitation agriculture road 
test_15913,clear primary 
test_12635,clear primary 
test_18507,primary partly_cloudy habitation agriculture road 
test_21183,primary partly_cloudy agriculture 
test_16093,clear primary 
test_5864,clear primary cultivation agriculture road 
file_14854,clear primary 
file_17750,clear primary cultivation agriculture 
test_26265,clear primary haze agriculture 
test_6997,clear primary 
file_19380,clear primary 
test_5569,primary cultivation partly_cloudy agriculture road 
test_27796,clear primary habitation agriculture road 
test_4463,primary partly_cloudy agriculture 
test_8249,clear primary 
test_14783,clear primary water 
file_17632,clear primary water partly_cloudy agriculture road 
file_2775,clear primary cultivation partly_cloudy agriculture 
test_25430,clear primary water cultivation agriculture 
test_560,clear primary 
test_33919,clear primary 
file_1985,primary water partly_cloudy agriculture 
test_34681,clear primary 
test_31525,clear primary 
file_4795,clear primary 
file_7366,clear primary 
test_13427,clear primary 
file_4599,clear primary water road 
test_23865,clear primary water agriculture road 
file_18260,clear primary cultivation agriculture 
test_12178,clear primary cultivation agriculture 
test_40554,clear primary 
test_20160,clear primary 
test_26110,clear primary water haze agriculture 
test_15617,clear primary 
test_31977,clear primary 
test_33512,clear primary water agriculture road 
file_13854,clear primary water haze 
file_1040,clear primary cultivation habitation agriculture road 
test_38022,cloudy
file_15835,clear primary habitation agriculture road 
test_6162,clear primary cultivation agriculture 
test_12492,clear primary water agriculture road 
test_4809,primary water partly_cloudy agriculture 
file_7498,clear primary 
test_3298,clear primary 
test_22425,clear primary 
test_33377,clear primary haze 
file_2356,clear primary water agriculture road 
test_2494,primary water haze partly_cloudy agriculture road 
test_7418,clear primary water haze partly_cloudy habitation agriculture road 
file_16811,primary partly_cloudy 
file_5744,clear primary water road selective_logging 
file_14290,clear primary cultivation habitation agriculture road 
test_3557,clear primary 
test_6393,clear primary 
file_14229,primary partly_cloudy 
test_16109,primary cloudy partly_cloudy 
test_13384,clear primary partly_cloudy habitation agriculture road 
file_11135,clear primary water cultivation agriculture road 
test_11363,clear primary 
test_22392,primary water partly_cloudy 
file_5045,clear primary water agriculture 
test_30967,primary water partly_cloudy agriculture 
test_6868,clear primary water agriculture road 
test_238,clear primary conventional_mine water bare_ground agriculture road 
test_13106,clear primary habitation agriculture road 
test_34827,clear primary 
test_25484,clear primary water artisinal_mine habitation bare_ground agriculture road 
test_27713,cloudy
file_1115,clear primary cultivation agriculture 
file_13894,clear primary cultivation agriculture 
file_3293,primary cloudy partly_cloudy 
file_12467,clear primary 
test_6543,primary cloudy water partly_cloudy 
file_20056,primary haze 
file_11160,clear primary 
test_2171,primary partly_cloudy 
file_20296,primary haze 
file_6250,primary water partly_cloudy 
file_5574,primary water partly_cloudy 
test_32076,primary water cultivation partly_cloudy habitation agriculture road 
file_15151,primary partly_cloudy 
test_16785,clear primary 
file_14250,clear primary 
test_33304,clear primary cultivation habitation agriculture 
test_13600,clear primary water road 
file_14276,clear primary road 
file_3570,clear primary partly_cloudy 
test_13077,primary water cultivation partly_cloudy habitation agriculture road 
file_393,primary water haze agriculture 
file_16774,clear primary partly_cloudy agriculture 
test_21980,clear primary water agriculture road 
test_24789,clear primary partly_cloudy 
file_9894,cloudy
test_17600,clear primary 
file_14609,clear primary 
test_33559,clear primary water habitation agriculture road 
test_16757,clear primary 
file_12768,clear primary 
test_22273,clear primary water cultivation agriculture road 
test_2761,clear primary 
test_25278,clear primary water partly_cloudy habitation agriculture road 
test_10925,clear primary water agriculture road 
file_17603,clear primary 
test_28471,clear primary water haze 
test_33038,primary partly_cloudy 
file_7773,primary haze 
test_10228,clear primary 
test_39139,clear primary cultivation agriculture 
test_2904,clear primary water cultivation agriculture 
file_8297,primary haze 
test_33962,primary partly_cloudy 
test_3494,clear primary habitation road 
test_31904,clear primary 
test_33386,clear primary cultivation agriculture road 
test_23593,clear primary water 
file_19827,clear primary water 
file_6773,clear primary habitation road 
file_886,clear primary cultivation habitation agriculture road 
file_15680,clear primary 
file_8385,clear primary 
test_4008,clear primary 
test_17255,clear primary 
file_7401,clear primary 
test_4002,clear primary cultivation habitation agriculture road 
test_24184,clear primary cultivation agriculture 
test_14083,clear primary cultivation agriculture 
file_17333,clear primary 
file_16788,clear primary cultivation habitation agriculture 
test_19613,clear primary 
test_16415,clear primary cultivation habitation agriculture road 
test_32623,primary cultivation partly_cloudy agriculture 
test_22154,cloudy
test_10788,clear primary cultivation agriculture 
file_7933,cloudy
file_20502,clear primary 
file_18485,clear primary habitation agriculture road 
test_15131,clear primary water 
test_39543,clear primary water cultivation partly_cloudy artisinal_mine habitation bare_ground agriculture road 
test_17720,clear primary 
file_4242,cloudy
test_707,clear primary agriculture road 
file_3129,clear primary partly_cloudy agriculture 
test_33306,clear primary water artisinal_mine habitation agriculture road 
test_5379,clear primary 
file_12034,primary haze 
test_8810,clear primary 
file_1473,clear primary habitation agriculture road 
test_15036,clear primary 
file_13920,clear primary 
test_22106,primary partly_cloudy 
file_12301,clear primary habitation agriculture road 
test_35702,primary partly_cloudy 
test_16206,clear primary water artisinal_mine habitation bare_ground agriculture road 
test_28660,clear primary 
test_5539,clear primary 
test_36098,clear primary 
test_24881,clear primary cultivation agriculture 
file_12087,clear primary partly_cloudy agriculture road 
test_36627,clear primary cultivation agriculture 
test_40069,clear primary 
test_10330,clear primary 
file_10624,clear primary 
file_7020,clear primary water agriculture road 
test_10039,clear primary agriculture 
test_2127,primary partly_cloudy 
test_29775,clear primary 
file_19012,clear primary cultivation agriculture 
file_8590,clear primary 
test_27392,clear primary agriculture road 
test_32381,clear primary habitation agriculture road 
test_20219,clear primary 
test_17379,cloudy
file_11935,primary water haze partly_cloudy 
test_30757,clear primary cultivation agriculture 
test_34497,clear primary 
test_9834,clear primary cultivation agriculture road 
file_17589,primary haze partly_cloudy agriculture 
file_9665,clear primary water haze partly_cloudy agriculture road 
file_11850,cloudy
test_11939,clear primary water road 
file_5159,clear primary 
file_7278,clear primary 
test_33592,clear primary 
test_22293,primary partly_cloudy 
test_4987,clear primary haze cultivation agriculture 
test_37625,primary partly_cloudy 
file_15495,clear primary cultivation habitation agriculture road 
file_2986,clear primary cultivation partly_cloudy agriculture road 
file_10722,primary cloudy haze 
test_13382,primary partly_cloudy agriculture 
test_39336,clear primary 
test_18659,clear primary agriculture road 
test_14617,clear primary 
test_15070,clear primary water partly_cloudy agriculture road 
file_1967,clear primary 
test_508,clear primary water habitation agriculture road 
test_11875,clear primary 
file_14689,primary partly_cloudy agriculture road 
test_34454,clear primary 
test_31163,clear primary water road selective_logging 
file_15833,clear primary cultivation partly_cloudy agriculture 
file_3406,clear primary water cultivation artisinal_mine habitation bare_ground agriculture road 
test_39840,clear primary cultivation partly_cloudy agriculture road 
file_6106,clear primary 
test_34258,clear primary 
test_17075,clear primary cultivation agriculture road 
file_18493,clear primary partly_cloudy agriculture 
file_8438,clear primary water habitation agriculture road selective_logging 
test_30209,clear primary cultivation partly_cloudy agriculture 
test_5208,primary water partly_cloudy agriculture road 
file_19348,clear primary cultivation agriculture road 
test_6555,clear primary partly_cloudy 
test_26635,clear primary 
test_22734,clear primary agriculture road 
test_8511,clear primary haze agriculture 
test_23349,primary cloudy water partly_cloudy 
test_17321,clear primary 
test_35918,clear primary 
test_16039,clear primary 
test_10611,primary water partly_cloudy habitation agriculture road 
test_38790,primary partly_cloudy 
test_7543,cloudy
file_8305,clear primary 
test_26146,clear primary water haze agriculture road 
file_12369,primary partly_cloudy 
test_5988,clear primary partly_cloudy 
file_17378,clear primary water habitation agriculture road 
file_13094,primary partly_cloudy agriculture 
test_40287,clear primary water agriculture 
test_33991,clear primary 
test_10728,primary partly_cloudy 
test_23207,clear primary partly_cloudy agriculture 
test_8320,clear primary 
file_10054,clear primary agriculture road 
test_13156,clear primary 
file_18574,clear primary haze 
file_890,clear primary water partly_cloudy 
test_29918,clear primary 
test_24432,clear primary cultivation partly_cloudy habitation agriculture road 
file_3437,primary partly_cloudy 
file_19297,clear primary water agriculture road 
file_520,primary water partly_cloudy 
file_15007,primary partly_cloudy agriculture road 
test_9883,clear primary water 
file_13837,clear primary water road 
test_517,clear primary water habitation agriculture road 
test_14715,clear primary 
test_36660,clear primary water cultivation agriculture road 
test_31433,clear primary 
test_10260,primary partly_cloudy 
test_25403,clear primary water agriculture 
file_15953,clear primary cultivation agriculture road 
test_1129,primary partly_cloudy 
test_26831,clear primary water cultivation habitation agriculture 
file_17322,clear primary 
test_3508,clear primary cultivation agriculture 
test_28068,clear primary 
file_13503,clear primary habitation agriculture road 
file_10311,clear primary cultivation partly_cloudy habitation agriculture road 
test_6689,primary partly_cloudy 
test_4685,clear primary partly_cloudy habitation agriculture road 
test_27087,clear primary 
test_15604,clear primary water road 
test_1102,clear primary cultivation habitation agriculture road 
test_3595,clear primary water habitation agriculture road 
test_5279,primary water haze partly_cloudy agriculture 
test_14344,clear primary 
test_13631,clear primary water cultivation agriculture road 
file_15569,clear primary cultivation agriculture road 
test_20118,clear primary water road 
file_6512,clear primary water road 
file_17346,clear primary partly_cloudy 
file_7335,clear primary agriculture road 
test_10036,clear primary 
file_2991,primary partly_cloudy 
file_4204,clear primary water cultivation agriculture 
test_9418,cloudy
test_38067,clear primary water agriculture road 
test_17397,clear primary cultivation habitation agriculture road 
test_39571,primary partly_cloudy 
test_16821,primary partly_cloudy 
test_14740,clear primary water haze agriculture road 
test_39608,cloudy
test_11902,clear primary habitation agriculture road 
file_6639,clear primary 
test_10661,primary partly_cloudy 
test_22803,clear primary 
test_21334,clear primary 
test_31744,clear primary agriculture road 
test_12135,clear primary partly_cloudy agriculture 
test_7048,clear primary water cultivation agriculture 
test_12947,clear primary partly_cloudy 
test_35412,clear primary water cultivation habitation agriculture road 
test_39953,clear primary 
test_13866,clear primary haze 
file_17319,cloudy
file_2327,clear primary water agriculture road 
test_2824,clear primary water agriculture 
file_16008,primary cultivation partly_cloudy agriculture road 
file_3651,clear primary water agriculture 
file_2848,clear primary haze 
test_14983,primary partly_cloudy agriculture road 
test_13144,cloudy
test_4602,clear primary partly_cloudy 
test_3695,clear primary haze agriculture 
test_13585,clear primary 
test_28018,cloudy
test_3203,clear primary 
test_31391,primary haze 
file_10379,primary partly_cloudy 
file_15379,clear primary 
test_11096,clear primary cultivation habitation agriculture road 
test_26925,clear primary habitation agriculture road 
test_19480,clear primary 
test_8360,clear primary 
test_26790,clear primary habitation agriculture road 
file_17917,clear primary 
test_8208,clear primary agriculture road 
file_14086,clear primary 
file_147,clear primary water agriculture road 
test_36006,clear primary water cultivation artisinal_mine habitation bare_ground agriculture road 
file_5095,clear primary 
test_27960,clear primary water artisinal_mine habitation road 
file_16970,cloudy
test_8077,cloudy
test_3095,clear primary 
file_17748,cloudy
test_29534,clear primary 
test_3722,primary partly_cloudy 
test_22768,clear primary water cultivation agriculture road 
test_230,clear primary cultivation partly_cloudy agriculture road 
file_10077,clear primary agriculture 
file_19810,clear primary water road 
test_7488,clear primary water 
file_20309,primary partly_cloudy 
test_38845,primary partly_cloudy 
file_17049,primary partly_cloudy 
test_13120,primary haze partly_cloudy 
test_29296,clear primary water cultivation partly_cloudy agriculture 
file_14182,primary cloudy haze 
file_2866,clear primary 
test_34139,clear primary 
test_32442,clear primary 
test_14197,clear primary 
test_12996,clear primary 
file_17495,clear primary water cultivation habitation agriculture road 
test_36088,clear primary 
test_8903,clear primary agriculture road 
file_15088,clear primary 
file_8402,clear primary 
test_11261,clear primary 
test_14297,clear primary 
file_17551,primary partly_cloudy 
file_13319,primary partly_cloudy 
test_34603,clear primary water road 
file_8839,clear primary 
file_433,clear primary 
file_12896,clear primary 
test_23611,clear primary water 
test_27651,primary cloudy partly_cloudy 
file_20114,clear primary water artisinal_mine bare_ground agriculture road 
file_16645,clear primary agriculture 
file_2471,clear primary 
test_29017,clear primary water 
test_30558,clear primary water cultivation agriculture 
test_6798,cloudy
test_26403,primary partly_cloudy 
file_10958,clear primary habitation agriculture road 
file_13731,clear primary water cultivation habitation agriculture road 
test_35019,clear primary 
test_4342,clear primary cultivation habitation agriculture 
file_15038,clear primary water 
file_6877,clear primary cultivation agriculture road 
file_12468,cloudy
test_38749,clear primary 
file_18481,clear primary haze 
test_38099,clear primary 
file_16500,clear primary 
test_24474,cloudy
test_5317,clear primary 
test_9032,primary water haze cultivation partly_cloudy agriculture 
test_14358,clear primary habitation road 
test_31542,clear primary water partly_cloudy agriculture road 
test_30233,clear primary partly_cloudy 
test_35446,clear primary habitation agriculture road 
test_989,clear primary 
test_14791,clear primary water agriculture 
file_12138,clear primary 
file_8113,primary partly_cloudy 
test_31776,clear primary 
test_18911,clear primary agriculture 
test_10582,clear primary cultivation agriculture 
file_2609,clear primary 
test_24579,clear primary 
test_24065,clear primary bare_ground agriculture road 
file_598,clear primary water partly_cloudy agriculture 
test_15534,primary partly_cloudy 
file_18781,cloudy
test_14608,clear primary haze agriculture 
file_11660,clear primary cultivation agriculture 
test_21801,clear primary cultivation habitation agriculture road 
test_23294,clear primary water 
test_12109,clear primary 
test_19019,primary partly_cloudy 
test_39301,clear primary cultivation habitation agriculture road 
test_35261,clear primary 
file_2289,clear primary water artisinal_mine bare_ground agriculture road 
file_2902,primary water partly_cloudy agriculture road 
test_5789,clear primary water partly_cloudy habitation agriculture road 
test_10854,primary cloudy partly_cloudy 
test_31344,clear primary cultivation agriculture 
test_34439,clear primary agriculture road 
file_11218,clear primary 
file_1442,clear primary habitation agriculture road 
test_21890,clear primary 
test_24925,cloudy
test_2662,clear primary 
test_33215,clear primary water cultivation habitation agriculture road 
file_4377,clear primary 
file_19144,clear primary water agriculture 
test_15065,clear primary 
file_8889,primary partly_cloudy 
file_7834,clear primary 
test_27010,clear primary 
test_4605,clear primary 
file_16583,clear primary water habitation agriculture road 
test_22145,clear primary bare_ground agriculture road 
test_15168,clear primary partly_cloudy habitation agriculture road 
test_35268,clear primary 
test_21749,clear primary water cultivation partly_cloudy agriculture 
test_19922,primary cloudy partly_cloudy 
test_20680,primary haze 
file_15964,clear primary 
file_8427,clear primary cultivation agriculture 
test_33006,clear primary water road 
test_34560,clear primary water road 
test_32362,clear primary water agriculture road 
file_16765,clear primary 
test_39111,clear primary 
test_38783,clear primary water cultivation agriculture 
test_14579,clear primary 
file_12355,clear primary 
test_29453,clear primary agriculture road 
test_17224,clear primary 
test_32969,primary water partly_cloudy agriculture road 
file_20190,clear primary water habitation agriculture road 
file_16727,cloudy
test_16232,clear primary partly_cloudy 
file_19432,clear primary 
test_11808,clear primary water road 
test_13013,primary partly_cloudy agriculture 
file_8190,primary partly_cloudy agriculture road 
file_6036,clear primary cultivation agriculture 
test_16256,cloudy
file_6137,primary partly_cloudy 
file_8859,clear primary water haze agriculture road 
test_36913,clear primary cultivation habitation agriculture road 
test_10738,primary cloudy partly_cloudy 
test_29205,primary partly_cloudy 
file_10732,primary partly_cloudy 
test_20804,clear primary water artisinal_mine habitation bare_ground road 
test_15868,clear primary cultivation agriculture 
test_38721,clear primary habitation agriculture road 
file_726,clear primary water 
file_15801,clear primary 
file_10792,clear primary cultivation agriculture 
file_6607,clear primary water agriculture road 
test_29350,primary partly_cloudy 
test_10099,clear primary haze 
test_9980,clear primary 
file_17643,clear primary 
test_34849,clear primary cultivation agriculture 
test_14380,clear primary water partly_cloudy agriculture 
test_19319,primary haze 
test_15533,clear primary cultivation agriculture 
test_39657,clear primary cultivation agriculture 
test_34606,clear primary 
file_16255,clear primary water cultivation partly_cloudy agriculture road 
file_14514,primary partly_cloudy 
test_10733,primary haze partly_cloudy agriculture road 
file_15367,primary partly_cloudy 
file_14939,clear primary 
file_19350,clear primary 
test_10926,primary partly_cloudy agriculture road 
test_34699,clear primary 
file_17506,clear primary 
file_12256,clear primary 
test_40362,clear primary water agriculture road 
test_7336,primary partly_cloudy 
test_25627,clear primary partly_cloudy 
file_17828,clear primary cloudy 
test_6376,clear primary partly_cloudy 
file_16370,clear primary 
test_25331,clear primary 
test_20487,clear primary habitation agriculture road 
file_6084,clear primary 
test_3,clear primary 
test_1634,clear primary habitation agriculture road 
test_20812,clear primary water agriculture road 
test_21837,clear primary habitation agriculture road 
test_7210,clear primary water habitation agriculture road 
file_6546,clear primary water habitation agriculture road 
test_37663,clear primary 
file_13412,clear primary cultivation habitation agriculture 
file_7091,clear primary 
test_32171,cloudy
test_33981,clear primary 
test_10008,clear primary water agriculture road 
file_2196,clear primary water road 
test_37065,clear primary habitation agriculture road 
test_16924,clear primary 
test_20077,clear primary cultivation agriculture 
file_16344,cloudy
file_4019,cloudy
file_3592,clear primary water cultivation agriculture 
test_19586,clear primary 
test_37833,clear primary cultivation agriculture 
test_38655,cloudy
test_24692,clear primary 
test_9557,clear primary water agriculture road 
file_7780,clear primary water habitation agriculture road 
file_6591,clear primary water agriculture road 
test_16120,clear primary agriculture road 
file_206,clear primary habitation agriculture road 
test_9230,clear primary 
test_10570,clear primary 
file_17016,primary cloudy water partly_cloudy 
test_31983,clear primary habitation road 
test_7681,clear primary agriculture road 
test_25833,clear primary 
test_33066,clear primary cultivation partly_cloudy habitation agriculture road 
test_29199,clear primary habitation agriculture road 
test_8908,clear primary water agriculture road 
test_4721,primary partly_cloudy 
test_39293,cloudy
file_13641,clear primary cultivation agriculture road 
test_27111,clear primary 
test_3440,primary partly_cloudy 
file_13916,clear primary water cultivation habitation agriculture road 
test_2292,clear primary habitation agriculture road 
test_31671,clear primary cultivation agriculture 
test_357,clear primary 
test_4315,clear primary cultivation agriculture 
test_6614,clear primary 
file_11819,clear primary agriculture road 
test_4123,clear primary cultivation agriculture road 
test_2135,clear primary 
test_22493,clear primary water agriculture 
test_17054,primary partly_cloudy 
test_10989,clear primary 
test_23933,clear primary cultivation agriculture 
file_14044,primary water partly_cloudy agriculture road 
file_15549,clear primary cultivation agriculture 
file_16135,clear primary cultivation habitation agriculture road 
test_32554,clear primary 
test_28259,primary cloudy haze agriculture 
test_3646,clear primary cultivation agriculture road 
file_15219,primary haze partly_cloudy agriculture 
test_27673,cloudy
test_24316,clear primary 
test_38260,clear primary 
test_21607,clear primary 
file_6536,clear primary 
file_2319,clear primary 
test_27568,clear primary cultivation habitation agriculture road 
file_12693,clear primary water agriculture 
test_29215,clear primary water 
file_10628,clear primary water road 
test_20009,clear primary 
test_15444,primary water partly_cloudy agriculture 
test_1258,clear primary water agriculture road 
file_7995,primary cloudy water partly_cloudy 
test_30588,clear primary 
file_11179,clear primary 
file_12921,clear primary cultivation agriculture 
test_9549,clear primary water cultivation agriculture 
file_12377,cloudy
test_2242,clear primary 
test_4227,clear primary cultivation agriculture 
test_13678,clear primary habitation road 
test_6384,clear primary water agriculture 
test_26668,clear primary water cultivation agriculture road 
file_10966,clear primary 
file_6927,clear primary water artisinal_mine agriculture 
test_22740,clear primary water agriculture road 
test_20952,clear primary water agriculture road 
test_37593,primary haze 
file_13255,clear primary water cultivation agriculture 
test_22476,clear primary 
file_19662,clear primary water habitation agriculture road 
test_28603,primary partly_cloudy 
test_27799,primary partly_cloudy 
file_7250,clear primary 
test_35627,clear primary agriculture 
test_24987,clear primary water agriculture road 
test_16914,clear primary water haze 
file_3414,clear primary cultivation partly_cloudy agriculture road 
test_18840,clear primary haze 
test_17467,clear primary water haze agriculture road 
file_11442,clear primary habitation bare_ground agriculture road 
file_7404,clear primary water cultivation agriculture road 
test_3341,clear primary 
test_15746,clear primary partly_cloudy agriculture road 
test_15227,clear primary water partly_cloudy 
file_2604,clear primary 
test_8776,clear primary 
test_8828,clear primary 
test_25431,primary water partly_cloudy agriculture 
test_25170,cloudy
test_866,primary partly_cloudy 
file_20517,clear primary 
file_16598,clear primary water cultivation agriculture road 
file_3528,clear primary water cultivation agriculture road 
file_13392,clear primary 
test_11819,clear primary water agriculture road 
test_9116,primary water haze partly_cloudy agriculture 
test_17579,clear primary water 
test_25111,clear primary 
test_15907,primary partly_cloudy agriculture 
test_21728,clear primary 
test_17792,clear primary habitation agriculture road 
test_86,clear primary 
test_6446,clear primary 
test_4735,clear primary 
test_33580,clear primary 
test_21989,primary cloudy haze 
test_16173,clear primary water cultivation artisinal_mine habitation agriculture road 
test_1304,primary partly_cloudy 
file_18814,primary water partly_cloudy agriculture 
test_7421,clear primary water agriculture 
test_16011,clear primary 
test_19402,clear primary water road 
test_19357,primary water partly_cloudy agriculture road 
